id,name,schema_definition,created_at,is_active,is_tax_deductible,matching_description,doc_group,display_name_he,ui_category,semantic_signals,group_name
28,Stock Option Grant,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:28:42.051034+00,true,false,"Equity grant document describing stock options, vesting, and strike price.",Employment,מענק אופציות למניות,Money,"{""keywords_en"": [""stock option grant"", ""vesting schedule""], ""keywords_he"": [""אופציות"", ""ווסטינג""], ""layout_hints"": [""grant agreement""], ""ocr_patterns"": [], ""vendor_examples"": [""Morgan Stanley at Work"", ""Carta"", ""Shareworks""]}",
29,Trade Confirmation,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:28:42.278361+00,true,false,"Confirmation of executed buy/sell trade with symbol, quantity, price, and fees.",Brokerage,אישור מסחר,Money,"{""keywords_en"": [""trade confirmation"", ""quantity"", ""commission""], ""keywords_he"": [""אישור עסקה"", ""קניה"", ""מכירה""], ""layout_hints"": [""trade confirmation layout""], ""ocr_patterns"": [], ""vendor_examples"": [""IBI"", ""Interactive Brokers"", ""Charles Schwab"", ""Fidelity""]}",
30,Dividend Notice,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:28:42.505732+00,true,false,Brokerage notice showing dividend payment details and dates.,Brokerage,הודעת דיבידנד,Money,"{""keywords_en"": [""dividend notice"", ""payment date""], ""keywords_he"": [""דיבידנד""], ""layout_hints"": [""corporate action notice""], ""ocr_patterns"": [], ""vendor_examples"": [""IBI"", ""Interactive Brokers"", ""Charles Schwab""]}",
31,Cryptocurrency Statement,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:28:42.739379+00,true,false,"Exchange or wallet statement listing crypto balances, trades, or transfers.",Digital Assets,הצהרת מטבעות קריפטוגרפיים,Money,"{""keywords_en"": [""crypto statement"", ""wallet"", ""exchange"", ""BTC"", ""ETH""], ""keywords_he"": [""קריפטו"", ""ביטקוין"", ""את'ריום""], ""layout_hints"": [""transaction hash references""], ""ocr_patterns"": [""\\\\bBTC\\\\b"", ""\\\\bETH\\\\b""], ""vendor_examples"": [""Binance"", ""Coinbase"", ""Kraken"", ""Bit2C""]}",
32,Payment Confirmation,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:28:42.966226+00,true,false,Confirmation of one-time payment or transfer from bank/app/payment gateway.,General Finance,אישור תשלום,Money,"{""keywords_en"": [""payment confirmation"", ""transfer confirmation""], ""keywords_he"": [""אישור תשלום"", ""העברה בנקאית""], ""layout_hints"": [""payment summary""], ""ocr_patterns"": [], ""vendor_examples"": [""Bank Hapoalim"", ""Bank Leumi"", ""Israel Discount Bank"", ""Mizrahi-Tefahot"", ""First International Bank of Israel"", ""Bank of Jerusalem"", ""One Zero"", ""Chase"", ""Bank of America"", ""Wells Fargo"", ""Citibank"", ""Capital One"", ""PNC"", ""U.S. Bank"", ""PayPal""]}",
33,Bank Transfer Confirmation,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:28:43.191028+00,true,false,"Proof of bank wire or ACH transfer including sender, beneficiary, and reference.",General Finance,אישור העברה בנקאית,Money,"{""keywords_en"": [""wire transfer"", ""ACH confirmation"", ""beneficiary""], ""keywords_he"": [""אישור העברה"", ""אסמכתא""], ""layout_hints"": [""transfer details block""], ""ocr_patterns"": [], ""vendor_examples"": [""Bank Hapoalim"", ""Bank Leumi"", ""Israel Discount Bank"", ""Mizrahi-Tefahot"", ""First International Bank of Israel"", ""Bank of Jerusalem"", ""One Zero"", ""Chase"", ""Bank of America"", ""Wells Fargo"", ""Citibank"", ""Capital One"", ""PNC"", ""U.S. Bank""]}",
34,Cheque Image / Bank Check,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:28:43.416993+00,true,false,"Scanned bank check / cheque used for refunds, payments, or account verification.",General Finance,תמונת המחאה / המחאה בנקאית,Money,"{""keywords_en"": [""check"", ""cheque"", ""pay to the order of""], ""keywords_he"": [""צ׳ק"", ""המחאה""], ""layout_hints"": [""MICR line""], ""ocr_patterns"": [""\\\\b\\\\d{6,}\\\\b""], ""vendor_examples"": [""Bank Hapoalim"", ""Bank Leumi"", ""Israel Discount Bank"", ""Mizrahi-Tefahot"", ""First International Bank of Israel"", ""Bank of Jerusalem"", ""One Zero"", ""Chase"", ""Bank of America"", ""Wells Fargo"", ""Citibank"", ""Capital One"", ""PNC"", ""U.S. Bank""]}",
35,Electricity Bill,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:28:43.640064+00,true,false,"Periodic electricity bill with customer details, usage, meter data, and amount due.",Bills,חשבון החשמל,Bills & Receipts,"{""keywords_en"": [""electricity bill"", ""kWh"", ""meter reading"", ""amount due""], ""keywords_he"": [""חשבון חשמל"", ""מספר צרכן"", ""קוט\""ש""], ""layout_hints"": [""usage summary table"", ""invoice section""], ""ocr_patterns"": [""\\\\bkWh\\\\b""], ""vendor_examples"": [""Israel Electric Corporation"", ""PG&E"", ""Con Edison"", ""Duke Energy""]}",
36,Water Bill,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:28:43.868214+00,true,false,Periodic water bill from municipal or regional utility.,Bills,חשבון המים,Bills & Receipts,"{""keywords_en"": [""water bill"", ""consumption""], ""keywords_he"": [""חשבון מים"", ""צריכת מים""], ""layout_hints"": [""usage table""], ""ocr_patterns"": [], ""vendor_examples"": [""מי אביבים"", ""Mekorot"", ""American Water""]}",
37,Gas Bill,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:28:44.100586+00,true,false,Utility bill for household or building gas supply.,Bills,חשבון הגז,Bills & Receipts,"{""keywords_en"": [""gas bill"", ""service address""], ""keywords_he"": [""חשבון גז""], ""layout_hints"": [""invoice + usage""], ""ocr_patterns"": [], ""vendor_examples"": [""אמישראגז"", ""סופרגז"", ""פזגז"", ""National Grid""]}",
38,Internet Bill,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:28:44.33089+00,true,false,Invoice for home internet service and related fees.,Bills,חשבון אינטרנט,Bills & Receipts,"{""keywords_en"": [""internet bill"", ""broadband"", ""fiber""], ""keywords_he"": [""אינטרנט"", ""ספק אינטרנט""], ""layout_hints"": [""monthly service summary""], ""ocr_patterns"": [], ""vendor_examples"": [""Israel Electric Corporation"", ""Mekorot"", ""מי אביבים"", ""Bezeq"", ""HOT"", ""Cellcom"", ""Partner"", ""Pelephone"", ""yes"", ""Comcast Xfinity"", ""Spectrum"", ""AT&T"", ""Verizon"", ""T-Mobile"", ""Cox"", ""PG&E"", ""Con Edison""]}",
